domain	property	range	count
Q23691	P1001	Q3024240	3
Q23691	P1001	Q3624078	2
Q105543609	P1001	Q17152708	1
Q105543609	P1001	Q3024240	1
Q105543609	P1001	Q501094	1
Q105543609	P1001	Q57053	1
Q1802243	P1001	Q15063586	1
Q1802243	P1001	Q41162	1
Q23691	P1001	Q11514315	1
Q23691	P1001	Q1250464	1
Q23691	P1001	Q1620908	1
Q23691	P1001	Q17152708	1
Q23691	P1001	Q236036	1
Q23691	P1001	Q3336843	1
Q23691	P1001	Q35657	1
Q23691	P1001	Q51576574	1
Q23691	P1001	Q56061	1
Q23691	P1001	Q57053	1
Q23691	P1001	Q6256	1
Q23691	P1001	Q6266	1
Q23691	P1001	Q7270	1
Q23691	P1001	Q82794	1
Q541947	P1001	Q4120211	1
Q541947	P1001	Q769802	1
Q105543609	P106	Q12737077	2
Q105543609	P106	Q66715801	1
Q182659	P106	Q12737077	1
Q5	P106	Q12737077	1
Q105543609	P1071	Q262882	3
Q105543609	P1071	Q667509	3
Q105543609	P1071	Q133442	2
Q105543609	P1071	Q1637706	2
Q105543609	P1071	Q171441	2
Q105543609	P1071	Q200250	2
Q105543609	P1071	Q257391	2
Q105543609	P1071	Q261543	2
Q105543609	P1071	Q13539802	1
Q105543609	P1071	Q1549591	1
Q105543609	P1071	Q3957	1
Q58483083	P1071	Q2583015	1
Q58483083	P1071	Q328468	1
Q105543609	P110	Q5	2
Q1123037	P110	Q5	2
Q193605	P110	Q5	1
Q788460	P110	Q5	1
Q105543609	P1142	Q2738074	2
Q1672918	P1142	Q2738074	1
Q105543609	P123	Q1917775	40
Q105543609	P123	Q3719391	27
Q105543609	P123	Q4830453	16
Q105543609	P123	Q885122	15
Q105543609	P123	Q5	8
Q105543609	P123	Q2085381	7
Q105543609	P123	Q6881511	3
Q105543609	P123	Q1320047	2
Q105543609	P123	Q18127	2
Q58483083	P123	Q1917775	2
Q7725310	P123	Q5	2
Q105543609	P123	Q658255	1
Q134556	P123	Q4830453	1
Q1366112	P123	Q4830453	1
Q47461344	P123	Q5	1
Q7366	P123	Q4830453	1
Q836950	P123	Q1917775	1
Q836950	P123	Q3719391	1
Q105543609	P1269	Q105543609	1
Q261434	P1269	Q13027888	1
Q856713	P1269	Q30149195	1
Q856713	P1269	Q4489450	1
Q105543609	P1303	Q1372823	1
Q105543609	P1303	Q29982117	1
Q105543609	P131	Q1549591	1
Q105543609	P131	Q2039348	1
Q105543609	P131	Q22923920	1
Q105543609	P131	Q3502482	1
Q105543609	P131	Q36784	1
Q23691	P131	Q22923920	1
Q23691	P131	Q3502482	1
Q23691	P131	Q36784	1
Q58483083	P131	Q200250	1
Q58483083	P131	Q5119	1
Q58483083	P131	Q515	1
Q58483083	P131	Q51929311	1
Q58483083	P131	Q856076	1
Q811979	P131	Q1549591	1
Q811979	P131	Q2039348	1
Q860861	P131	Q200250	1
Q860861	P131	Q5119	1
Q860861	P131	Q515	1
Q860861	P131	Q51929311	1
Q860861	P131	Q856076	1
Q58483083	P1327	Q5	1
Q105543609	P1343	Q35127	53
Q105543609	P1343	Q59825643	50
Q105543609	P1343	Q7725634	14
Q105543609	P1343	Q5292	8
Q1123037	P1343	Q5292	8
Q1123037	P1343	Q7725634	8
Q105543609	P1343	Q3331189	5
Q58483083	P1343	Q3331189	5
Q105543609	P1343	Q15633582	4
Q105543609	P1343	Q4830453	4
Q105543609	P1343	Q571	4
Q105543609	P1343	Q615699	4
Q105543609	P1343	Q975413	4
Q1123037	P1343	Q571	3
Q856713	P1343	Q975413	3
Q105543609	P1343	Q217117	2
Q105543609	P1343	Q35760	2
Q105543609	P1343	Q7094076	2
Q105543609	P1343	Q847959	2
Q107357104	P1343	Q975413	2
Q1123037	P1343	Q217117	2
Q1123037	P1343	Q35760	2
Q1147354	P1343	Q7725634	2
Q1147354	P1343	Q975413	2
Q182659	P1343	Q7725634	2
Q23691	P1343	Q7725634	2
Q23691	P1343	Q975413	2
Q58483083	P1343	Q7725634	2
Q788460	P1343	Q5292	2
Q788460	P1343	Q7725634	2
Q836950	P1343	Q35127	2
Q856713	P1343	Q3331189	2
Q105543609	P1343	Q11032	1
Q105543609	P1343	Q1110794	1
Q105543609	P1343	Q1239328	1
Q105543609	P1343	Q1525071	1
Q105543609	P1343	Q1789476	1
Q105543609	P1343	Q191067	1
Q105543609	P1343	Q1955205	1
Q105543609	P1343	Q28146196	1
Q105543609	P1343	Q327333	1
Q105543609	P1343	Q41298	1
Q105543609	P1343	Q43060	1
Q105543609	P1343	Q47461344	1
Q105543609	P1343	Q56165908	1
Q105543609	P1343	Q732577	1
Q1123037	P1343	Q15633582	1
Q1123037	P1343	Q4830453	1
Q1123037	P1343	Q615699	1
Q1147354	P1343	Q1239328	1
Q1147354	P1343	Q1525071	1
Q1147354	P1343	Q3331189	1
Q1406161	P1343	Q3331189	1
Q1406161	P1343	Q47461344	1
Q1406161	P1343	Q5292	1
Q1406161	P1343	Q7725634	1
Q1406161	P1343	Q975413	1
Q15079132	P1343	Q3331189	1
Q15079132	P1343	Q5292	1
Q15079132	P1343	Q975413	1
Q182659	P1343	Q3331189	1
Q182659	P1343	Q732577	1
Q18460285	P1343	Q15633582	1
Q18460285	P1343	Q35127	1
Q18460285	P1343	Q4830453	1
Q18460285	P1343	Q615699	1
Q20202269	P1343	Q35127	1
Q20202269	P1343	Q43060	1
Q2127044	P1343	Q3331189	1
Q2127044	P1343	Q47461344	1
Q2127044	P1343	Q5292	1
Q2127044	P1343	Q7725634	1
Q2127044	P1343	Q975413	1
Q216353	P1343	Q3331189	1
Q216353	P1343	Q47461344	1
Q216353	P1343	Q5292	1
Q216353	P1343	Q7725634	1
Q216353	P1343	Q975413	1
Q230052	P1343	Q5292	1
Q230052	P1343	Q7725634	1
Q23691	P1343	Q3331189	1
Q27713372	P1343	Q5292	1
Q27713372	P1343	Q56165908	1
Q27713372	P1343	Q571	1
Q3062294	P1343	Q3331189	1
Q3062294	P1343	Q47461344	1
Q3062294	P1343	Q5292	1
Q3062294	P1343	Q7725634	1
Q3062294	P1343	Q975413	1
Q3331189	P1343	Q3331189	1
Q3331189	P1343	Q7725634	1
Q3331189	P1343	Q975413	1
Q47461344	P1343	Q3331189	1
Q484692	P1343	Q7725634	1
Q5	P1343	Q3331189	1
Q5	P1343	Q732577	1
Q5185279	P1343	Q15633582	1
Q5185279	P1343	Q35127	1
Q5185279	P1343	Q4830453	1
Q5185279	P1343	Q5292	1
Q5185279	P1343	Q615699	1
Q5185279	P1343	Q7725634	1
Q541947	P1343	Q15633582	1
Q541947	P1343	Q35127	1
Q541947	P1343	Q4830453	1
Q541947	P1343	Q615699	1
Q58483083	P1343	Q1239328	1
Q58483083	P1343	Q1525071	1
Q58483083	P1343	Q23622	1
Q7148059	P1343	Q3331189	1
Q7148059	P1343	Q975413	1
Q7239036	P1343	Q7725634	1
Q7725634	P1343	Q1239328	1
Q7725634	P1343	Q1525071	1
Q7725634	P1343	Q23622	1
Q7725634	P1343	Q7725634	1
Q7725634	P1343	Q975413	1
Q788460	P1343	Q217117	1
Q788460	P1343	Q35760	1
Q788460	P1343	Q571	1
Q836950	P1343	Q1789476	1
Q836950	P1343	Q59825643	1
Q836950	P1343	Q7094076	1
Q836950	P1343	Q847959	1
Q844993	P1343	Q975413	1
Q856713	P1343	Q13136	1
Q856713	P1343	Q23622	1
Q856713	P1343	Q277759	1
Q856713	P1343	Q35127	1
Q856713	P1343	Q5292	1
Q105543609	P1344	Q110288240	19
Q134556	P1344	Q110288240	3
Q7366	P1344	Q110288240	3
Q105543609	P1344	Q110616917	1
Q105543609	P1344	Q1407245	1
Q105543609	P1344	Q1955280	1
Q134556	P1344	Q110616917	1
Q7366	P1344	Q110616917	1
Q105543609	P135	Q12020884	68
Q105543609	P135	Q188451	68
Q105543609	P135	Q968159	23
Q105543609	P135	Q3326867	19
Q105543609	P135	Q483394	19
Q58483083	P135	Q188451	16
Q58483083	P135	Q12020884	12
Q58483083	P135	Q968159	4
Q15079786	P135	Q968159	3
Q15079786	P135	Q3326867	2
Q15079786	P135	Q483394	2
Q58483083	P135	Q3326867	2
Q58483083	P135	Q483394	2
Q58483088	P135	Q188451	2
Q7725310	P135	Q12020884	2
Q7725310	P135	Q188451	2
Q1053427	P135	Q12020884	1
Q1053427	P135	Q188451	1
Q105543609	P135	Q12909644	1
Q105543609	P135	Q13243303	1
Q105543609	P135	Q1387659	1
Q105543609	P135	Q16895642	1
Q105543609	P135	Q170156	1
Q105543609	P135	Q178790	1
Q105543609	P135	Q18340514	1
Q105543609	P135	Q273005	1
Q105543609	P135	Q2738074	1
Q105543609	P135	Q3533467	1
Q105543609	P135	Q4502119	1
Q105543609	P135	Q5333510	1
Q15079786	P135	Q1792644	1
Q15079786	P135	Q2198855	1
Q15079786	P135	Q32880	1
Q15079786	P135	Q3326717	1
Q17489659	P135	Q12020884	1
Q17489659	P135	Q188451	1
Q188993	P135	Q13243303	1
Q188993	P135	Q170156	1
Q188993	P135	Q178790	1
Q23691	P135	Q12020884	1
Q23691	P135	Q188451	1
Q245596	P135	Q12020884	1
Q245596	P135	Q188451	1
Q24992028	P135	Q12020884	1
Q24992028	P135	Q188451	1
Q58483083	P135	Q1792644	1
Q58483083	P135	Q2198855	1
Q58483083	P135	Q32880	1
Q58483083	P135	Q3326717	1
Q58483088	P135	Q12020884	1
Q6199	P135	Q13243303	1
Q6199	P135	Q170156	1
Q6199	P135	Q178790	1
Q6942465	P135	Q12020884	1
Q6942465	P135	Q188451	1
Q87167	P135	Q12020884	1
Q87167	P135	Q188451	1
Q105543609	P136	Q188451	5779
Q134556	P136	Q188451	1923
Q7366	P136	Q188451	1911
Q58483083	P136	Q188451	524
Q105543609	P136	Q589183	483
Q58483083	P136	Q20643324	418
Q58483083	P136	Q862597	387
Q58483083	P136	Q110013851	372
Q58483083	P136	Q7777573	320
Q105543609	P136	Q862597	276
Q105543609	P136	Q107356781	249
Q134556	P136	Q589183	208
Q7366	P136	Q589183	207
Q105543609	P136	Q107487333	108
Q105543609	P136	Q11921029	101
Q105543609	P136	Q28820001	80
Q105543609	P136	Q7777573	59
Q105543609	P136	Q107357104	53
Q105543609	P136	Q223393	41
Q134556	P136	Q862597	41
Q7366	P136	Q862597	41
Q105543609	P136	Q110013851	37
Q7366	P136	Q28820001	35
Q134556	P136	Q28820001	34
Q105543609	P136	Q4453888	27
